(1.8432958126068115, 0.838829517364502)
(1.831831932067871, 0.8302421569824219)
(1.8227276802062988, 0.8222620487213135)
(1.8148839473724365, 0.8126893043518066)
(1.8004472255706787, 0.803450345993042)
(1.791038990020752, 0.7952868938446045)
(0.7841408252716064, 0.7868030071258545)
(0.7774567604064941, 0.7793989181518555)
(0.771660566329956, 0.7712292671203613)
(0.7578818798065186, 0.7617356777191162)
(0.755591630935669, 0.7540609836578369)
(0.744351863861084, 0.7438993453979492)
(0.7328634262084961, 0.7341547012329102)
(0.7218859195709229, 0.724541425704956)
(0.7186892032623291, 0.7150156497955322)
(0.706993818283081, 0.7051577568054199)
(0.6958560943603516, 0.6957113742828369)
(0.6842076778411865, 0.6858141422271729)
(0.6728484630584717, 0.6758692264556885)
(0.671220064163208, 0.6678240299224854)
(0.6597433090209961, 0.6578106880187988)
(0.648277997970581, 0.6476442813873291)
(0.6360032558441162, 0.6377999782562256)
(0.6315774917602539, 0.6282000541687012)
(0.6192083358764648, 0.6182241439819336)
(0.6066992282867432, 0.6088652610778809)
(0.5938966274261475, 0.5993168354034424)
(0.5913493633270264, 0.5916111469268799)
(0.5790853500366211, 0.5824847221374512)
(0.5747568607330322, 0.5741503238677979)
(0.5642077922821045, 0.5674035549163818)
(0.566342830657959, 0.5692312717437744)
(0.5705509185791016, 0.5708956718444824)
(0.5777499675750732, 0.5727479457855225)
(0.5766897201538086, 0.5743575096130371)
(0.5763278007507324, 0.5759952068328857)
(0.576153039932251, 0.5774936676025391)
(0.5835402011871338, 0.5789816379547119)
(0.5831551551818848, 0.5806219577789307)
(0.5823714733123779, 0.5823886394500732)
(0.5818066596984863, 0.5831632614135742)
(0.5807113647460938, 0.5834202766418457)
(0.5797426700592041, 0.5835585594177246)
(0.5858910083770752, 0.5838453769683838)
(0.5847318172454834, 0.5838863849639893)
(0.5828516483306885, 0.5836474895477295)
(0.5811693668365479, 0.5832107067108154)
(0.5795998573303223, 0.5823836326599121)
(0.5850217342376709, 0.5818116664886475)
(0.5817079544067383, 0.580470085144043)
(0.5708839893341064, 0.5780205726623535)
(0.5744879245758057, 0.575709342956543)
(0.5708177089691162, 0.5718939304351807)
(0.5663113594055176, 0.568549633026123)
(0.5640988349914551, 0.5652103424072266)
(0.5587053298950195, 0.5616130828857422)
(0.5552117824554443, 0.5573806762695312)
(0.5498814582824707, 0.5538227558135986)
(0.5401346683502197, 0.5467474460601807)
(0.5372557640075684, 0.5390441417694092)
(0.5344128608703613, 0.5324552059173584)
(0.5257227420806885, 0.526846170425415)
(0.5173871517181396, 0.5211718082427979)
(0.5080773830413818, 0.5142543315887451)
(0.5072641372680664, 0.507256031036377)
(0.506831169128418, 0.5001201629638672)
(0.49912595748901367, 0.4931504726409912)
(0.4919307231903076, 0.4861454963684082)
(0.4771130084991455, 0.4792807102203369)
(0.47035789489746094, 0.47238659858703613)
(0.4637448787689209, 0.46569156646728516)
(0.4571831226348877, 0.4587545394897461)
(0.4509568214416504, 0.4520869255065918)
(0.4447364807128906, 0.4453108310699463)
(0.438809871673584, 0.43865275382995605)
(0.4331352710723877, 0.4321155548095703)
(0.4267127513885498, 0.42451024055480957)
